"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","STUSPS"
"46513",111,"Senate",49700,41,0,"AL",200,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)","S001141",1946,NA,0.549,0.13,-78.71552,0.87589,594,32,NA,0.53,-0.241,"AL"
"46514",111,"Senate",94659,41,0,"AL",200,0,1,"SHELBY, Richard C.","S000320",1934,NA,0.429,0.519,-139.67957,0.79594,612,75,NA,0.386,0.414,"AL"
"46515",111,"Senate",40300,81,0,"AK",200,0,1,"MURKOWSKI, Lisa","M001153",1957,NA,0.211,-0.291,-156.17032,0.76605,586,73,NA,0.218,-0.211,"AK"
"46516",111,"Senate",40900,81,0,"AK",100,0,1,"BEGICH, Mark","B001265",1962,NA,-0.235,0.15,-87.37909,0.864,600,35,NA,-0.238,0.195,"AK"
"46517",111,"Senate",15039,61,0,"AZ",200,0,1,"McCAIN, John Sidney, III","M000303",1936,2018,0.381,-0.626,-106.88463,0.83855,607,43,NA,0.499,-0.508,"AZ"
"46518",111,"Senate",15429,61,0,"AZ",200,0,1,"KYL, Jon Llewellyn","K000352",1942,NA,0.548,-0.413,-85.06927,0.86943,608,39,NA,0.532,-0.506,"AZ"
"46519",111,"Senate",29305,42,0,"AR",100,0,1,"LINCOLN, Blanche Lambert","L000035",1960,NA,-0.166,0.178,-164.80066,0.757,592,78,NA,-0.112,0.247,"AR"
"46520",111,"Senate",40301,42,0,"AR",100,0,1,"PRYOR, Mark","P000590",1963,NA,-0.199,0.463,-109.64356,0.836,612,50,NA,-0.194,0.342,"AR"
"46521",111,"Senate",15011,71,0,"CA",100,0,1,"BOXER, Barbara","B000711",1940,NA,-0.45,-0.423,-71.07957,0.889,607,23,NA,-0.338,-0.282,"CA"
"46522",111,"Senate",49300,71,0,"CA",100,0,1,"FEINSTEIN, Dianne","F000062",1933,NA,-0.267,-0.185,-75.41642,0.88442,614,28,NA,-0.336,-0.204,"CA"
