"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","STUSPS"
"47617",113,"Senate",49700,41,0,"AL",200,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)","S001141",1946,NA,0.549,0.13,-101.80298,0.82789,539,45,NA,0.619,0.082,"AL"
"47618",113,"Senate",94659,41,0,"AL",200,0,1,"SHELBY, Richard C.","S000320",1934,NA,0.429,0.519,-110.91337,0.81586,545,55,NA,0.515,0.602,"AL"
"47619",113,"Senate",40300,81,0,"AK",200,0,1,"MURKOWSKI, Lisa","M001153",1957,NA,0.211,-0.291,-159.05784,0.73473,516,86,NA,0.124,-0.411,"AK"
"47620",113,"Senate",40900,81,0,"AK",100,0,1,"BEGICH, Mark","B001265",1962,NA,-0.235,0.15,-48.13809,0.91,512,21,NA,-0.241,0.348,"AK"
"47621",113,"Senate",15039,61,0,"AZ",200,0,1,"McCAIN, John Sidney, III","M000303",1936,2018,0.381,-0.626,-132.74405,0.77659,525,67,NA,0.412,-0.579,"AZ"
"47622",113,"Senate",20100,61,0,"AZ",200,0,1,"FLAKE, Jeff","F000444",1962,NA,0.855,-0.518,-259.88598,0.61522,535,131,NA,0.476,-0.731,"AZ"
"47623",113,"Senate",20101,42,0,"AR",200,0,1,"BOOZMAN, John","B001236",1950,NA,0.4,0.246,-86.16344,0.84199,501,30,NA,0.429,0.457,"AR"
"47624",113,"Senate",40301,42,0,"AR",100,0,1,"PRYOR, Mark","P000590",1963,NA,-0.199,0.463,-64.2729,0.885,528,26,NA,-0.16,0.491,"AR"
"47625",113,"Senate",15011,71,0,"CA",100,0,1,"BOXER, Barbara","B000711",1940,NA,-0.45,-0.423,-19.24984,0.963,512,8,NA,-0.537,-0.097,"CA"
"47626",113,"Senate",49300,71,0,"CA",100,0,1,"FEINSTEIN, Dianne","F000062",1933,NA,-0.267,-0.185,-23.04957,0.95689,523,9,NA,-0.346,-0.278,"CA"
