"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","STUSPS"
"45444",109,"Senate",14852,32,0,"KS",200,0,1,"ROBERTS, Charles Patrick (Pat)","R000307",1936,NA,0.413,-0.09,-87.01902,0.8437,512,39,NA,0.379,0.159,"KS"
"45445",109,"Senate",29523,32,0,"KS",200,0,1,"BROWNBACK, Sam Dale","B000953",1956,NA,0.439,-0.306,-107.73816,0.81,511,53,NA,0.407,-0.466,"KS"
"45446",109,"Senate",14921,51,0,"KY",200,0,1,"McCONNELL, Addison Mitchell (Mitch)","M000355",1942,NA,0.402,0.003,-82.35201,0.85327,519,32,NA,0.457,-0.168,"KY"
"45447",109,"Senate",15406,51,0,"KY",200,0,1,"BUNNING, James Paul David","B001066",1931,NA,0.521,-0.049,-75.83014,0.861,507,30,NA,0.555,0.11,"KY"
"45448",109,"Senate",29918,45,0,"LA",200,0,1,"VITTER, David","V000127",1961,NA,0.495,0.323,-99.29381,0.822,507,46,NA,0.544,0.553,"LA"
"45449",109,"Senate",49702,45,0,"LA",100,0,1,"LANDRIEU, Mary L.","L000550",1955,NA,-0.203,0.444,-169.39584,0.716,508,84,NA,-0.19,0.322,"LA"
"45450",109,"Senate",14661,2,0,"ME",200,0,1,"SNOWE, Olympia Jean","S000663",1947,NA,0.091,-0.548,-178.51166,0.706,513,82,NA,0.063,-0.575,"ME"
"45451",109,"Senate",49703,2,0,"ME",200,0,1,"COLLINS, Susan Margaret","C001035",1952,NA,0.113,-0.539,-164.10322,0.72936,520,75,NA,0.1,-0.533,"ME"
"45452",109,"Senate",13039,52,0,"MD",100,0,1,"SARBANES, Paul Spyros","S000064",1933,NA,-0.435,-0.221,-61.44281,0.888,518,26,NA,-0.398,-0.377,"MD"
"45453",109,"Senate",14440,52,0,"MD",100,0,1,"MIKULSKI, Barbara Ann","M000702",1936,NA,-0.37,-0.128,-59.42341,0.887,496,22,NA,-0.391,-0.066,"MD"
"45454",109,"Senate",10808,3,0,"MA",100,0,1,"KENNEDY, Edward Moore (Ted)","K000105",1932,2009,-0.443,-0.49,-51.55244,0.903,508,19,NA,-0.448,-0.459,"MA"
"45455",109,"Senate",14920,3,0,"MA",100,0,1,"KERRY, John Forbes","K000148",1943,NA,-0.352,-0.382,-73.52364,0.864,504,32,NA,-0.369,-0.393,"MA"
"45456",109,"Senate",14709,23,0,"MI",100,0,1,"LEVIN, Carl","L000261",1934,NA,-0.395,-0.116,-74.40839,0.866,518,32,NA,-0.397,-0.068,"MI"
"45457",109,"Senate",29732,23,0,"MI",100,0,1,"STABENOW, Deborah Ann","S000770",1950,NA,-0.342,-0.014,-100.56286,0.82261,515,43,NA,-0.347,0.218,"MI"
"45458",109,"Senate",40101,33,0,"MN",100,0,1,"DAYTON, Mark","D000596",1947,NA,-0.421,0.209,-82.30925,0.846,493,32,NA,-0.454,0.321,"MN"
"45459",109,"Senate",40302,33,0,"MN",200,0,1,"COLEMAN, Norm","C001057",1949,NA,0.185,-0.125,-133.03147,0.765,496,56,NA,0.171,-0.201,"MN"
"45460",109,"Senate",14009,46,0,"MS",200,0,1,"COCHRAN, William Thad","C000567",1937,NA,0.287,0.051,-99.53568,0.82395,514,46,NA,0.355,-0.047,"MS"
"45461",109,"Senate",14031,46,0,"MS",200,0,1,"LOTT, Chester Trent","L000447",1941,NA,0.39,0.194,-79.65668,0.847,480,37,NA,0.422,0.14,"MS"
"45462",109,"Senate",15501,34,0,"MO",200,0,1,"BOND, Christopher Samuel (Kit)","B000611",1939,NA,0.31,-0.169,-117.53621,0.797,519,52,NA,0.386,0.004,"MO"
"45463",109,"Senate",29369,34,0,"MO",200,0,1,"TALENT, James Matthes","T000024",1956,NA,0.364,0.098,-150.57302,0.749,520,67,NA,0.261,0.31,"MO"
"45464",109,"Senate",14203,64,0,"MT",100,0,1,"BAUCUS, Max Sieben","B000243",1941,NA,-0.212,0.017,-184.59813,0.696,509,93,NA,-0.19,0.268,"MT"
"45465",109,"Senate",15701,64,0,"MT",200,0,1,"BURNS, Conrad","B001126",1935,2016,0.361,0.222,-98.88247,0.823,508,47,NA,0.347,0.228,"MT"
"45466",109,"Senate",40103,35,0,"NE",100,0,1,"NELSON, Earl Benjamin (Ben)","N000180",1941,NA,-0.03,0.588,-155.56533,0.741,518,69,NA,0.014,0.543,"NE"
"45467",109,"Senate",49704,35,0,"NE",200,0,1,"HAGEL, Charles Timothy (Chuck)","H001028",1946,NA,0.344,-0.498,-108.70715,0.809,513,48,NA,0.378,-0.578,"NE"
"45468",109,"Senate",15054,65,0,"NV",100,0,1,"REID, Harry","R000146",1939,NA,-0.276,0.258,-102.29697,0.821,519,40,NA,-0.334,0.157,"NV"
"45469",109,"Senate",29537,65,0,"NV",200,0,1,"ENSIGN, John Eric","E000194",1958,NA,0.508,-0.464,-132.38918,0.773,513,56,NA,0.528,-0.28,"NV"
"45470",109,"Senate",14826,4,0,"NH",200,0,1,"GREGG, Judd Alan","G000445",1947,NA,0.429,-0.737,-125.6371,0.783,513,62,NA,0.462,-0.74,"NH"
"45471",109,"Senate",29740,4,0,"NH",200,0,1,"SUNUNU, John E.","S001078",1964,NA,0.473,-0.52,-151.4689,0.741,506,74,NA,0.501,-0.809,"NH"
"45472",109,"Senate",14914,12,0,"NJ",100,0,1,"LAUTENBERG, Frank Raleigh","L000123",1924,2013,-0.382,-0.579,-65.04239,0.881,514,27,NA,-0.415,-0.459,"NJ"
"45473",109,"Senate",29373,12,0,"NJ",100,2,2,"MENENDEZ, Robert","M000639",1954,NA,-0.366,-0.126,-41.9686,0.82116,213,15,NA,-0.357,-0.398,"NJ"
"45474",109,"Senate",40104,12,0,"NJ",100,1,1,"CORZINE, Jon Stevens","C001042",1947,NA,-0.446,-0.596,-22.01835,0.891,191,9,NA,-0.469,-0.584,"NJ"
"45475",109,"Senate",14103,66,0,"NM",200,0,1,"DOMENICI, Pete Vichi","D000407",1932,NA,0.257,-0.247,-102.87554,0.813,496,44,NA,0.293,-0.158,"NM"
"45476",109,"Senate",14912,66,0,"NM",100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468",1943,NA,-0.266,0.045,-139.63429,0.759,507,60,NA,-0.256,-0.12,"NM"
"45477",109,"Senate",14858,13,0,"NY",100,0,1,"SCHUMER, Charles Ellis (Chuck)","S000148",1950,NA,-0.359,-0.406,-99.75761,0.82421,516,49,NA,-0.309,-0.36,"NY"
"45478",109,"Senate",40105,13,0,"NY",100,0,1,"CLINTON, Hillary Rodham","C001041",1947,NA,-0.367,-0.243,-78.03568,0.858,508,39,NA,-0.343,-0.208,"NY"
"45479",109,"Senate",29548,47,0,"NC",200,0,1,"BURR, Richard M.","B001135",1955,NA,0.45,-0.054,-107.06914,0.81196,514,47,NA,0.5,-0.105,"NC"
"45480",109,"Senate",40303,47,0,"NC",200,0,1,"DOLE, Elizabeth Hanford","D000601",1936,NA,0.363,0.124,-88.22439,0.843,515,37,NA,0.394,0.148,"NC"
"45481",109,"Senate",14812,36,0,"ND",100,0,1,"DORGAN, Byron Leslie","D000432",1942,NA,-0.267,0.09,-159.18583,0.731,509,68,NA,-0.342,0.722,"ND"
"45482",109,"Senate",15502,36,0,"ND",100,0,1,"CONRAD, Kent","C000705",1948,NA,-0.296,0.582,-176.66453,0.704,503,72,NA,-0.245,0.586,"ND"
"45483",109,"Senate",15020,24,0,"OH",200,0,1,"DeWINE, Michael","D000294",1947,NA,0.289,-0.418,-266.02137,0.599,519,116,NA,0.132,-0.432,"OH"
"45484",109,"Senate",49903,24,0,"OH",200,0,1,"VOINOVICH, George Victor","V000126",1936,2016,0.239,-0.803,-181.59691,0.703,516,88,NA,0.25,-0.672,"OH"
"45485",109,"Senate",15424,53,0,"OK",200,0,1,"INHOFE, James Mountain","I000024",1934,NA,0.555,0.045,-106.80976,0.81204,513,47,NA,0.757,0.633,"OK"
"45486",109,"Senate",29555,53,0,"OK",200,0,1,"COBURN, Thomas Allen","C000560",1948,NA,0.782,0.055,-122.38273,0.788,515,53,NA,0.985,0.17,"OK"
"45487",109,"Senate",14871,72,0,"OR",100,0,1,"WYDEN, Ronald Lee","W000779",1949,NA,-0.329,-0.471,-101.29696,0.82269,519,52,NA,-0.336,-0.475,"OR"
"45488",109,"Senate",49705,72,0,"OR",200,0,1,"SMITH, Gordon Harold","S001142",1952,NA,0.192,-0.21,-139.70832,0.762,515,62,NA,0.213,-0.253,"OR"
"45489",109,"Senate",14910,14,0,"PA",200,0,1,"SPECTER, Arlen","S000709",1930,2012,0.068,-0.627,-196.31967,0.679,507,101,NA,0.102,-0.451,"PA"
"45490",109,"Senate",29141,14,0,"PA",200,0,1,"SANTORUM, Richard John (Rick)","S000059",1958,NA,0.338,-0.234,-110.72166,0.802,501,48,NA,0.348,-0.1,"PA"
"45491",109,"Senate",29142,5,0,"RI",100,0,1,"REED, John F. (Jack)","R000122",1949,NA,-0.369,-0.172,-70.72104,0.87261,519,32,NA,-0.385,-0.373,"RI"
"45492",109,"Senate",49905,5,0,"RI",200,0,1,"CHAFEE, Lincoln Davenport","C001040",1953,NA,0.003,-1,-150.05361,0.745,509,71,NA,-0.006,-0.948,"RI"
"45493",109,"Senate",29566,48,0,"SC",200,0,1,"GRAHAM, Lindsey O.","G000359",1955,NA,0.405,-0.17,-148.22003,0.7439,501,69,NA,0.398,-0.5,"SC"
"45494",109,"Senate",29936,48,0,"SC",200,0,1,"DeMINT, James W.","D000595",1951,NA,0.7,-0.102,-69.60777,0.874,515,24,NA,0.659,-0.079,"SC"
"45495",109,"Senate",15425,37,0,"SD",100,0,1,"JOHNSON, Timothy Peter (Tim)","J000177",1946,NA,-0.25,0.143,-135.72823,0.768,515,53,NA,-0.228,0.248,"SD"
"45496",109,"Senate",29754,37,0,"SD",200,0,1,"THUNE, John","T000250",1961,NA,0.411,0.138,-103.55769,0.81525,507,48,NA,0.357,0.198,"SD"
"45497",109,"Senate",40304,54,0,"TN",200,0,1,"ALEXANDER, Lamar","A000360",1940,NA,0.323,-0.178,-102.78675,0.81811,512,49,NA,0.376,-0.279,"TN"
"45498",109,"Senate",49502,54,0,"TN",200,0,1,"FRIST, William H.","F000439",1952,NA,0.366,-0.222,-102.35688,0.821,519,31,NA,0.405,-0.27,"TN"
"45499",109,"Senate",40305,49,0,"TX",200,0,1,"CORNYN, John","C001056",1952,NA,0.492,-0.011,-94.97128,0.83159,515,37,NA,0.521,0.082,"TX"
"45500",109,"Senate",49306,49,0,"TX",200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)","H001016",1943,NA,0.356,0.012,-114.68921,0.802,519,50,NA,0.321,0.017,"TX"
"45501",109,"Senate",14503,67,0,"UT",200,0,1,"HATCH, Orrin Grant","H000338",1934,NA,0.382,-0.004,-78.12484,0.85693,506,33,NA,0.357,0.086,"UT"
"45502",109,"Senate",49307,67,0,"UT",200,0,1,"BENNETT, Robert","B000382",1933,2016,0.331,-0.11,-90.94489,0.838,513,38,NA,0.335,-0.086,"UT"
"45503",109,"Senate",14307,6,0,"VT",100,0,1,"LEAHY, Patrick Joseph","L000174",1940,NA,-0.361,-0.123,-82.3149,0.85307,518,45,NA,-0.395,-0.215,"VT"
"45504",109,"Senate",94240,6,0,"VT",328,0,1,"JEFFORDS, James Merrill","J000072",1934,2014,-0.277,-0.603,-115.33927,0.792,494,55,NA,-0.302,-0.602,"VT"
"45505",109,"Senate",14712,40,0,"VA",200,0,1,"WARNER, John William","W000154",1927,NA,0.262,-0.131,-135.08386,0.768,513,61,NA,0.246,-0.309,"VA"
"45506",109,"Senate",29148,40,0,"VA",200,0,1,"ALLEN, George","A000121",1952,NA,0.409,-0.053,-103.02924,0.82,519,37,NA,0.412,0.052,"VA"
"45507",109,"Senate",39310,73,0,"WA",100,0,1,"CANTWELL, Maria E.","C000127",1958,NA,-0.304,-0.427,-100.8381,0.82155,513,51,NA,-0.277,-0.404,"WA"
"45508",109,"Senate",49308,73,0,"WA",100,0,1,"MURRAY, Patty","M001111",1950,NA,-0.352,-0.313,-87.9595,0.84327,516,41,NA,-0.335,-0.308,"WA"
"45509",109,"Senate",1366,56,0,"WV",100,0,1,"BYRD, Robert Carlyle","B001210",1917,2010,-0.309,0.729,-150.74467,0.742,506,69,NA,-0.346,0.938,"WV"
"45510",109,"Senate",14922,56,0,"WV",100,0,1,"ROCKEFELLER, John Davison IV (Jay)","R000361",1937,NA,-0.326,0.177,-78.03599,0.829,416,36,NA,-0.297,0.106,"WV"
"45511",109,"Senate",15703,25,0,"WI",100,0,1,"KOHL, Herbert H.","K000305",1935,NA,-0.256,-0.406,-113.39116,0.803,517,52,NA,-0.233,-0.236,"WI"
"45512",109,"Senate",49309,25,0,"WI",100,0,1,"FEINGOLD, Russell Dana","F000061",1953,NA,-0.308,-0.951,-152.64186,0.742,512,80,NA,-0.381,-0.925,"WI"
"45513",109,"Senate",15633,68,0,"WY",200,0,1,"THOMAS, Craig Lyle","T000162",1933,2007,0.446,-0.128,-97.31212,0.823,500,35,NA,0.534,0.035,"WY"
"45514",109,"Senate",49706,68,0,"WY",200,0,1,"ENZI, Michael B.","E000285",1944,NA,0.545,0.198,-75.54658,0.85846,495,29,NA,0.541,0.142,"WY"
