"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","CD116FP","STCD"
"47750",114,"House",20310,71,38,"CA",100,0,1,"SÁNCHEZ, Linda T.","S001156",1969,NA,-0.508,-0.137,-61.64097,0.94565,1103,29,NA,-0.507,-0.115,38,"CA-38"
"47751",114,"House",20501,71,16,"CA",100,0,1,"COSTA, Jim","C001059",1952,NA,-0.191,0.464,-417.19263,0.6803,1083,216,NA,-0.149,0.348,16,"CA-16"
"47752",114,"House",20538,71,6,"CA",100,0,1,"MATSUI, Doris","M001163",1944,NA,-0.434,-0.162,-69.19396,0.93988,1116,27,NA,-0.433,-0.099,6,"CA-6"
"47753",114,"House",20702,71,9,"CA",100,0,1,"McNERNEY, Jerry","M001166",1951,NA,-0.262,-0.153,-135.11911,0.8848,1104,45,NA,-0.346,-0.114,9,"CA-9"
"47754",114,"House",20703,71,23,"CA",200,0,1,"MCCARTHY, Kevin","M001165",1965,NA,0.458,0.212,-84.80879,0.92651,1111,42,NA,0.475,0.363,23,"CA-23"
"47755",114,"House",20762,71,14,"CA",100,0,1,"SPEIER, Karen Lorraine Jacqueline (Jackie)","S001175",1950,NA,-0.38,-0.444,-89.81788,0.91696,1036,45,NA,-0.405,-0.311,14,"CA-14"
"47756",114,"House",20903,71,4,"CA",200,0,1,"McCLINTOCK, Tom","M001177",1956,NA,0.719,-0.475,-123.90408,0.89536,1121,47,NA,0.711,-0.481,4,"CA-4"
"47757",114,"House",20955,71,27,"CA",100,0,1,"CHU, Judy","C001080",1953,NA,-0.487,-0.378,-51.79222,0.95279,1071,23,NA,-0.501,-0.342,27,"CA-27"
"47758",114,"House",20958,71,3,"CA",100,0,1,"GARAMENDI, John","G000559",1945,NA,-0.309,-0.093,-162.50649,0.86054,1082,59,NA,-0.289,-0.017,3,"CA-3"
"47759",114,"House",20963,71,50,"CA",200,0,1,"HUNTER, Duncan Duane","H001048",1976,NA,0.539,0.085,-133.77429,0.88694,1115,62,NA,0.496,0.133,50,"CA-50"
"47760",114,"House",21109,71,10,"CA",200,0,1,"DENHAM, Jeff","D000612",1967,NA,0.306,0.212,-166.05767,0.86186,1117,76,NA,0.26,0.182,10,"CA-10"
"47761",114,"House",21110,71,37,"CA",100,0,1,"BASS, Karen","B001270",1953,NA,-0.585,-0.106,-91.04527,0.91501,1025,43,NA,-0.61,-0.057,37,"CA-37"
"47762",114,"House",21195,71,44,"CA",100,0,1,"HAHN, Janice","H001063",1952,NA,-0.39,-0.376,-83.71876,0.926,1089,38,NA,-0.342,-0.364,44,"CA-44"
"47763",114,"House",21302,71,1,"CA",200,0,1,"LaMALFA, Doug","L000578",1960,NA,0.53,0.088,-109.63377,0.90538,1103,36,NA,0.556,0.025,1,"CA-1"
"47764",114,"House",21303,71,2,"CA",100,0,1,"HUFFMAN, Jared","H001068",1964,NA,-0.427,-0.543,-83.51823,0.92733,1107,41,NA,-0.442,-0.474,2,"CA-2"
"47765",114,"House",21304,71,7,"CA",100,0,1,"BERA, Ami","B001287",1965,NA,-0.232,0.014,-170.33051,0.85762,1109,75,NA,-0.248,0.031,7,"CA-7"
"47766",114,"House",21305,71,8,"CA",200,0,1,"COOK, Paul","C001094",1943,NA,0.372,0.207,-112.59292,0.90313,1105,51,NA,0.39,0.266,8,"CA-8"
"47767",114,"House",21306,71,15,"CA",100,0,1,"SWALWELL, Eric","S001193",1980,NA,-0.368,-0.105,-93.30991,0.91745,1083,46,NA,-0.36,-0.139,15,"CA-15"
"47768",114,"House",21307,71,21,"CA",200,0,1,"VALADAO, David G.","V000129",1977,NA,0.253,0.411,-111.94658,0.90504,1122,52,NA,0.256,0.347,21,"CA-21"
"47769",114,"House",21308,71,26,"CA",100,0,1,"BROWNLEY, Julia","B001285",1952,NA,-0.286,0.052,-151.54498,0.87334,1119,77,NA,-0.276,0.05,26,"CA-26"
"47770",114,"House",21309,71,29,"CA",100,0,1,"CÁRDENAS, Tony","C001097",1963,NA,-0.382,0.02,-111.27846,0.89806,1035,44,NA,-0.361,-0.095,29,"CA-29"
"47771",114,"House",21311,71,36,"CA",100,0,1,"RUIZ, Raul","R000599",1972,NA,-0.243,0.06,-167.17951,0.85659,1080,61,NA,-0.289,0.136,36,"CA-36"
"47772",114,"House",21312,71,41,"CA",100,0,1,"TAKANO, Mark","T000472",1960,NA,-0.463,-0.262,-87.13853,0.92547,1125,36,NA,-0.495,-0.271,41,"CA-41"
"47773",114,"House",21313,71,47,"CA",100,0,1,"LOWENTHAL, Alan","L000579",1941,NA,-0.45,-0.374,-73.68242,0.93627,1119,27,NA,-0.397,-0.41,47,"CA-47"
"47774",114,"House",21314,71,51,"CA",100,0,1,"VARGAS, Juan","V000130",1961,NA,-0.4,0.099,-132.33926,0.88827,1117,60,NA,-0.352,0.014,51,"CA-51"
"47775",114,"House",21315,71,52,"CA",100,0,1,"PETERS, Scott","P000608",1958,NA,-0.179,-0.046,-235.45078,0.80856,1108,113,NA,-0.199,0.009,52,"CA-52"
"47776",114,"House",21504,71,11,"CA",100,0,1,"DESAULNIER, Mark James","D000623",1952,NA,-0.529,-0.361,-66.89755,0.94161,1112,31,NA,-0.491,-0.269,11,"CA-11"
"47777",114,"House",21505,71,25,"CA",200,0,1,"KNIGHT, Steve","K000387",1966,NA,0.397,0.188,-119.03516,0.89848,1112,50,NA,0.446,0.118,25,"CA-25"
"47778",114,"House",21506,71,31,"CA",100,0,1,"AGUILAR, Peter Rey","A000371",1979,NA,-0.291,0.136,-168.25757,0.85696,1090,82,NA,-0.266,0.124,31,"CA-31"
"47779",114,"House",21507,71,33,"CA",100,0,1,"LIEU, Ted","L000582",1969,NA,-0.371,-0.263,-101.61178,0.90562,1025,43,NA,-0.324,-0.494,33,"CA-33"
"47780",114,"House",21508,71,35,"CA",100,0,1,"TORRES, Norma Judith","T000474",1965,NA,-0.361,0.032,-106.03308,0.90905,1112,47,NA,-0.368,0.042,35,"CA-35"
"47781",114,"House",21509,71,45,"CA",200,0,1,"WALTERS, Mimi","W000820",1962,NA,0.433,0.177,-109.89569,0.90393,1088,42,NA,0.39,0.238,45,"CA-45"
"47782",114,"House",29106,71,43,"CA",100,0,1,"WATERS, Maxine","W000187",1938,NA,-0.653,-0.073,-99.50588,0.90859,1038,39,NA,-0.571,-0.12,43,"CA-43"
"47783",114,"House",29312,71,18,"CA",100,0,1,"ESHOO, Anna Georges","E000215",1942,NA,-0.381,-0.427,-77.58102,0.93208,1103,38,NA,-0.374,-0.297,18,"CA-18"
"47784",114,"House",29313,71,20,"CA",100,0,1,"FARR, Sam","F000030",1941,NA,-0.455,-0.219,-107.70226,0.904,1067,46,NA,-0.494,-0.141,20,"CA-20"
"47785",114,"House",29316,71,34,"CA",100,0,1,"BECERRA, Xavier","B000287",1958,NA,-0.512,-0.283,-79.99934,0.92783,1068,34,NA,-0.485,-0.456,34,"CA-34"
"47786",114,"House",29317,71,40,"CA",100,0,1,"ROYBAL-ALLARD, Lucille","R000486",1941,NA,-0.47,-0.186,-58.62462,0.9486,1111,27,NA,-0.518,-0.046,40,"CA-40"
"47787",114,"House",29321,71,39,"CA",200,0,1,"ROYCE, Edward Randall","R000487",1951,NA,0.657,-0.353,-199.56944,0.83598,1114,81,NA,0.485,-0.2,39,"CA-39"
"47788",114,"House",29323,71,42,"CA",200,0,1,"CALVERT, Ken","C000059",1953,NA,0.349,0.22,-95.05885,0.91814,1113,28,NA,0.296,0.48,42,"CA-42"
"47789",114,"House",29504,71,19,"CA",100,0,1,"LOFGREN, Zoe","L000397",1947,NA,-0.402,-0.446,-110.6158,0.89974,1047,50,NA,-0.409,-0.393,19,"CA-19"
"47790",114,"House",29707,71,30,"CA",100,0,1,"SHERMAN, Brad","S000344",1954,NA,-0.342,-0.148,-143.66904,0.87931,1117,52,NA,-0.347,-0.017,30,"CA-30"
"47791",114,"House",29709,71,46,"CA",100,0,1,"SANCHEZ, Loretta","S000030",1960,NA,-0.367,0.025,-108.19825,0.879,841,48,NA,-0.36,0.072,46,"CA-46"
"47792",114,"House",29774,71,24,"CA",100,0,1,"CAPPS, Lois","C001036",1938,NA,-0.389,-0.227,-81.8492,0.927,1077,26,NA,-0.374,-0.219,24,"CA-24"
"47793",114,"House",29778,71,13,"CA",100,0,1,"LEE, Barbara","L000551",1946,NA,-0.683,-0.588,-48.55592,0.95421,1036,16,NA,-0.638,-0.718,13,"CA-13"
"47794",114,"House",29901,71,5,"CA",100,0,1,"THOMPSON, Michael","T000460",1951,NA,-0.395,0.065,-105.79201,0.90718,1086,44,NA,-0.368,-0.122,5,"CA-5"
"47795",114,"House",29903,71,32,"CA",100,0,1,"NAPOLITANO, Grace Flores","N000179",1936,NA,-0.448,-0.249,-68.56321,0.93843,1079,24,NA,-0.545,-0.137,32,"CA-32"
"47796",114,"House",20704,62,5,"CO",200,0,1,"LAMBORN, Doug","L000564",1954,NA,0.679,0.197,-76.37672,0.93239,1091,30,NA,0.653,0.231,5,"CO-5"
"47797",114,"House",20705,62,7,"CO",100,0,1,"PERLMUTTER, Ed","P000593",1953,NA,-0.282,0.076,-155.22543,0.8667,1085,63,NA,-0.315,0.032,7,"CO-7"
"47798",114,"House",20904,62,2,"CO",100,0,1,"POLIS, Jared","P000598",1975,NA,-0.278,-0.692,-208.88905,0.82832,1109,84,NA,-0.254,-0.967,2,"CO-2"
"47799",114,"House",20906,62,6,"CO",200,0,1,"COFFMAN, Mike","C001077",1955,NA,0.492,-0.213,-187.53988,0.8457,1119,71,NA,0.461,-0.237,6,"CO-6"
"47800",114,"House",21111,62,3,"CO",200,0,1,"TIPTON, Scott","T000470",1956,NA,0.449,-0.021,-132.48472,0.88825,1118,73,NA,0.526,-0.082,3,"CO-3"
"47801",114,"House",21510,62,4,"CO",200,0,1,"BUCK, Kenneth Robert","B001297",1959,NA,0.756,-0.46,-136.82284,0.87923,1063,61,NA,0.729,-0.521,4,"CO-4"
"47802",114,"House",29710,62,1,"CO",100,0,1,"DeGETTE, Diana","D000197",1957,NA,-0.432,-0.313,-80.49421,0.93035,1115,33,NA,-0.429,-0.171,1,"CO-1"
"47803",114,"House",20706,1,2,"CT",100,0,1,"COURTNEY, Joe","C001069",1953,NA,-0.344,0.017,-109.21094,0.90638,1111,45,NA,-0.331,-0.007,2,"CT-2"
"47804",114,"House",20907,1,4,"CT",100,0,1,"HIMES, James A.","H001047",1966,NA,-0.242,-0.238,-154.33182,0.87041,1112,64,NA,-0.26,-0.207,4,"CT-4"
"47805",114,"House",21316,1,5,"CT",100,0,1,"ESTY, Elizabeth","E000293",1959,NA,-0.315,-0.078,-102.61756,0.91237,1119,39,NA,-0.312,-0.09,5,"CT-5"
"47806",114,"House",29109,1,3,"CT",100,0,1,"DeLAURO, Rosa L.","D000216",1943,NA,-0.416,-0.118,-82.94505,0.92588,1077,26,NA,-0.424,-0.075,3,"CT-3"
"47807",114,"House",29908,1,1,"CT",100,0,1,"LARSON, John B.","L000557",1948,NA,-0.397,-0.051,-106.82523,0.90541,1075,44,NA,-0.368,-0.049,1,"CT-1"
"47808",114,"House",21113,11,1,"DE",100,0,1,"CARNEY, John C., Jr.","C001083",1956,NA,-0.256,-0.142,-141.76971,0.879,1100,57,NA,-0.275,-0.117,1,"DE-1"
"47809",114,"House",15634,43,27,"FL",200,0,1,"ROS-LEHTINEN, Ileana","R000435",1952,NA,0.244,-0.225,-263.13497,0.78861,1108,135,NA,0.204,-0.142,27,"FL-27"
"47810",114,"House",20110,43,1,"FL",200,0,1,"MILLER, Jefferson B. (Jeff)","M001144",1959,NA,0.633,0.155,-89.73545,0.921,1089,45,NA,0.618,0.059,1,"FL-1"
"47811",114,"House",20111,43,4,"FL",200,0,1,"CRENSHAW, Ander","C001045",1944,NA,0.333,0.337,-89.92786,0.922,1109,23,NA,0.303,0.618,4,"FL-4"
"47812",114,"House",20316,43,25,"FL",200,0,1,"DIAZ-BALART, Mario","D000600",1961,NA,0.279,0.121,-146.85129,0.87513,1101,52,NA,0.227,0.257,25,"FL-25"
"47813",114,"House",20504,43,23,"FL",100,0,1,"WASSERMAN SCHULTZ, Debbie","W000797",1966,NA,-0.421,0.069,-84.83859,0.9213,1035,33,NA,-0.467,0.118,23,"FL-23"
"47814",114,"House",20708,43,14,"FL",100,0,1,"CASTOR, Kathy","C001066",1966,NA,-0.438,0.045,-86.30249,0.92428,1096,43,NA,-0.429,-0.016,14,"FL-14"
"47815",114,"House",20709,43,16,"FL",200,0,1,"BUCHANAN, Vernon G.","B001260",1951,NA,0.358,-0.134,-191.51428,0.83513,1063,83,NA,0.369,-0.16,16,"FL-16"
"47816",114,"House",20758,43,12,"FL",200,0,1,"BILIRAKIS, Gus","B001257",1963,NA,0.405,0.019,-132.78852,0.88801,1118,57,NA,0.519,-0.007,12,"FL-12"
"47817",114,"House",20908,43,9,"FL",100,0,1,"GRAYSON, Alan","G000556",1958,NA,-0.363,-0.457,-179.64887,0.849,1099,63,NA,-0.333,-0.597,9,"FL-9"
"47818",114,"House",20909,43,8,"FL",200,0,1,"POSEY, Bill","P000599",1947,NA,0.518,-0.32,-204.45477,0.83328,1121,75,NA,0.601,-0.394,8,"FL-8"
"47819",114,"House",20910,43,17,"FL",200,0,1,"ROONEY, Thomas J.","R000583",1970,NA,0.458,0.013,-134.07825,0.88305,1078,75,NA,0.458,0.061,17,"FL-17"
"47820",114,"House",20959,43,21,"FL",100,0,1,"DEUTCH, Theodore E. (Ted)","D000610",1966,NA,-0.4,-0.094,-83.2885,0.92443,1060,31,NA,-0.428,-0.021,21,"FL-21"
"47821",114,"House",21115,43,11,"FL",200,0,1,"NUGENT, Richard","N000185",1951,NA,0.483,0.077,-157.24613,0.851,973,75,NA,0.463,-0.073,11,"FL-11"
"47822",114,"House",21116,43,10,"FL",200,0,1,"WEBSTER, Daniel A.","W000806",1949,NA,0.506,-0.046,-133.76847,0.88217,1067,49,NA,0.499,0.085,10,"FL-10"
"47823",114,"House",21117,43,15,"FL",200,0,1,"ROSS, Dennis","R000593",1959,NA,0.531,0.099,-110.46737,0.90519,1109,42,NA,0.49,0.239,15,"FL-15"
"47824",114,"House",21118,43,24,"FL",100,0,1,"WILSON, Frederica","W000808",1942,NA,-0.476,-0.015,-73.27485,0.93203,1041,28,NA,-0.509,0.05,24,"FL-24"
"47825",114,"House",21317,43,3,"FL",200,0,1,"YOHO, Ted","Y000065",1955,NA,0.705,-0.365,-178.31807,0.85159,1110,75,NA,0.667,-0.511,3,"FL-3"
"47826",114,"House",21318,43,6,"FL",200,0,1,"DeSANTIS, Ron","D000621",1978,NA,0.663,-0.105,-100.61049,0.9132,1108,56,NA,0.631,-0.135,6,"FL-6"
"47827",114,"House",21319,43,18,"FL",100,0,1,"MURPHY, Patrick","M001191",1983,NA,-0.186,-0.026,-209.56091,0.824,1085,85,NA,-0.244,-0.019,18,"FL-18"
"47828",114,"House",21321,43,22,"FL",100,0,1,"FRANKEL, Lois","F000462",1948,NA,-0.399,-0.083,-77.99936,0.93185,1105,27,NA,-0.428,-0.054,22,"FL-22"
"47829",114,"House",21377,43,19,"FL",200,0,1,"CLAWSON, Curt","C001102",1959,NA,0.626,-0.509,-201.38303,0.824,1041,71,NA,0.587,-0.487,19,"FL-19"
"47830",114,"House",21401,43,13,"FL",200,0,1,"JOLLY, David W.","J000296",1972,NA,0.23,0.058,-228.78436,0.807,1065,93,NA,0.23,0.043,13,"FL-13"
"47831",114,"House",21511,43,2,"FL",100,0,1,"GRAHAM, Gwendolyn (Gwen)","G000575",1963,NA,-0.233,0.255,-239.05872,0.808,1124,96,NA,-0.236,0.271,2,"FL-2"
"47832",114,"House",21512,43,26,"FL",200,0,1,"CURBELO, Carlos","C001107",1980,NA,0.211,-0.185,-267.40067,0.78437,1101,131,NA,0.192,-0.188,26,"FL-26"
"47833",114,"House",29328,43,5,"FL",100,0,1,"BROWN, Corrine","B000911",1946,NA,-0.429,0.192,-108.58497,0.895,983,39,NA,-0.508,0.387,5,"FL-5"
"47834",114,"House",29331,43,7,"FL",200,0,1,"MICA, John L.","M000689",1943,NA,0.453,0.137,-113.52337,0.904,1119,46,NA,0.443,0.191,7,"FL-7"
"47835",114,"House",29337,43,20,"FL",100,0,1,"HASTINGS, Alcee Lamar","H000324",1936,NA,-0.564,0.157,-116.33142,0.88417,945,51,NA,-0.47,0.027,20,"FL-20"
"47836",114,"House",15431,44,5,"GA",100,0,1,"LEWIS, John R.","L000287",1940,NA,-0.589,-0.221,-72.96987,0.93262,1046,35,NA,-0.538,-0.412,5,"GA-5"
"47837",114,"House",20321,44,13,"GA",100,0,1,"SCOTT, David","S001157",1945,NA,-0.301,0.164,-175.22436,0.84868,1068,69,NA,-0.276,0.135,13,"GA-13"
"47838",114,"House",20505,44,6,"GA",200,0,1,"PRICE, Tom","P000591",1954,NA,0.644,-0.073,-98.5592,0.91317,1085,56,NA,0.635,-0.081,6,"GA-6"
"47839",114,"House",20506,44,3,"GA",200,0,1,"WESTMORELAND, Lynn A.","W000796",1950,NA,0.672,0.189,-145.79575,0.857,946,55,NA,0.597,-0.024,3,"GA-3"
"47840",114,"House",20712,44,4,"GA",100,0,1,"JOHNSON, Hank","J000288",1954,NA,-0.469,0.012,-125.62875,0.89095,1088,39,NA,-0.477,0.031,4,"GA-4"
"47841",114,"House",20962,44,14,"GA",200,0,1,"GRAVES, Tom","G000560",1970,NA,0.716,-0.002,-103.2938,0.91053,1102,57,NA,0.632,0.036,14,"GA-14"
"47842",114,"House",21122,44,7,"GA",200,0,1,"WOODALL, Rob","W000810",1970,NA,0.596,-0.186,-133.76091,0.88638,1109,66,NA,0.597,-0.269,7,"GA-7"
"47843",114,"House",21123,44,8,"GA",200,0,1,"SCOTT, Austin","S001189",1969,NA,0.569,0.192,-68.90324,0.93918,1098,19,NA,0.602,0.293,8,"GA-8"
"47844",114,"House",21323,44,9,"GA",200,0,1,"COLLINS, Doug","C001093",1966,NA,0.611,0.129,-106.37327,0.90814,1104,54,NA,0.659,-0.025,9,"GA-9"
"47845",114,"House",21513,44,1,"GA",200,0,1,"CARTER, Buddy","C001103",1957,NA,0.584,0.254,-101.56662,0.91264,1111,52,NA,0.551,0.272,1,"GA-1"
"47846",114,"House",21514,44,10,"GA",200,0,1,"HICE, Jody Brownlow","H001071",1960,NA,0.791,-0.123,-98.96943,0.91514,1116,55,NA,0.713,-0.115,10,"GA-10"
"47847",114,"House",21515,44,11,"GA",200,0,1,"LOUDERMILK, Barry D.","L000583",1963,NA,0.69,-0.008,-110.58652,0.90394,1095,51,NA,0.668,-0.097,11,"GA-11"
"47848",114,"House",21516,44,12,"GA",200,0,1,"ALLEN, Rick W.","A000372",1951,NA,0.678,0.292,-74.69438,0.93498,1111,25,NA,0.617,0.446,12,"GA-12"
"47849",114,"House",29339,44,2,"GA",100,0,1,"BISHOP, Sanford Dixon, Jr.","B000490",1947,NA,-0.282,0.463,-268.8105,0.78406,1105,126,NA,-0.308,0.514,2,"GA-2"
"47850",114,"House",21124,82,1,"HI",100,2,2,"HANABUSA, Colleen","H001050",1951,NA,-0.37,0.004,-0.91855,0.9708,31,0,NA,-0.515,0.34,1,"HI-1"
"47851",114,"House",21324,82,2,"HI",100,0,1,"GABBARD, Tulsi","G000571",1981,NA,-0.278,-0.262,-163.84321,0.8638,1119,60,NA,-0.291,-0.23,2,"HI-2"
"47852",114,"House",21517,82,1,"HI",100,1,1,"TAKAI, Mark","T000473",1967,2016,-0.363,-0.038,-63.51748,0.906,646,19,NA,-0.364,-0.028,1,"HI-1"
"47853",114,"House",21125,63,1,"ID",200,0,1,"LABRADOR, Raúl R.","L000573",1967,NA,0.735,-0.571,-162.2669,0.86273,1099,72,NA,0.719,-0.667,1,"ID-1"
"47854",114,"House",29910,63,2,"ID",200,0,1,"SIMPSON, Michael K.","S001148",1950,NA,0.297,0.285,-104.88916,0.90944,1105,39,NA,0.252,0.458,2,"ID-2"
"47855",114,"House",20508,21,3,"IL",100,0,1,"LIPINSKI, Daniel","L000563",1966,NA,-0.228,0.176,-290.06272,0.7671,1094,113,NA,-0.219,0.188,3,"IL-3"
"47856",114,"House",20715,21,6,"IL",200,0,1,"ROSKAM, Peter","R000580",1961,NA,0.429,0.018,-135.14474,0.88082,1065,61,NA,0.411,0.157,6,"IL-6"
"47857",114,"House",20749,21,11,"IL",100,0,1,"FOSTER, Bill","F000454",1955,NA,-0.228,-0.225,-138.81077,0.88334,1119,57,NA,-0.279,-0.22,11,"IL-11"
"47858",114,"House",20914,21,18,"IL",200,1,1,"SCHOCK, Aaron","S001179",1981,NA,0.311,0.185,-15.2141,0.871,110,9,NA,0.339,-0.161,18,"IL-18"
"47859",114,"House",20954,21,5,"IL",100,0,1,"QUIGLEY, Mike","Q000023",1958,NA,-0.321,-0.281,-114.51483,0.90164,1106,49,NA,-0.333,-0.073,5,"IL-5"
"47860",114,"House",21128,21,16,"IL",200,0,1,"KINZINGER, Adam","K000378",1978,NA,0.276,0.306,-129.31578,0.89086,1119,69,NA,0.252,0.235,16,"IL-16"
"47861",114,"House",21129,21,14,"IL",200,0,1,"HULTGREN, Randy","H001059",1966,NA,0.49,-0.034,-112.10689,0.90435,1115,47,NA,0.479,0.087,14,"IL-14"
"47862",114,"House",21325,21,8,"IL",100,0,1,"DUCKWORTH, Tammy","D000622",1968,NA,-0.332,0.11,-116.2834,0.89115,1009,48,NA,-0.304,0.078,8,"IL-8"
"47863",114,"House",21328,21,13,"IL",200,0,1,"DAVIS, Rodney","D000619",1970,NA,0.276,0.173,-146.65159,0.87603,1108,69,NA,0.284,0.107,13,"IL-13"
"47864",114,"House",21329,21,17,"IL",100,0,1,"BUSTOS, Cheri","B001286",1961,NA,-0.238,0.036,-147.79808,0.87627,1119,49,NA,-0.274,0.116,17,"IL-17"
"47865",114,"House",21371,21,2,"IL",100,0,1,"KELLY, Robin L.","K000385",1956,NA,-0.46,-0.004,-79.53389,0.92718,1052,29,NA,-0.429,-0.071,2,"IL-2"
