"","congress","chamber","icpsr","state_icpsr","district_code","state_abbrev","party_code","occupancy","last_means","bioname","bioguide_id","born","died","nominate_dim1","nominate_dim2","nominate_log_likelihood","nominate_geo_mean_probability","nominate_number_of_votes","nominate_number_of_errors","conditional","nokken_poole_dim1","nokken_poole_dim2","STUSPS"
"44927",108,"Senate",15054,65,0,"NV",100,0,1,"REID, Harry","R000146",1939,NA,-0.276,0.258,-93.32879,0.829,499,37,NA,-0.319,0.437,"NV"
"44928",108,"Senate",29537,65,0,"NV",200,0,1,"ENSIGN, John Eric","E000194",1958,NA,0.508,-0.464,-118.4278,0.792,508,46,NA,0.453,-0.857,"NV"
"44929",108,"Senate",14826,4,0,"NH",200,0,1,"GREGG, Judd Alan","G000445",1947,NA,0.429,-0.737,-103.34958,0.817,510,54,NA,0.385,-0.923,"NH"
"44930",108,"Senate",29740,4,0,"NH",200,0,1,"SUNUNU, John E.","S001078",1964,NA,0.473,-0.52,-85.45305,0.843,499,38,NA,0.477,-0.879,"NH"
"44931",108,"Senate",14914,12,0,"NJ",100,0,1,"LAUTENBERG, Frank Raleigh","L000123",1924,2013,-0.382,-0.579,-64.24478,0.882,513,29,NA,-0.445,-0.661,"NJ"
"44932",108,"Senate",40104,12,0,"NJ",100,0,1,"CORZINE, Jon Stevens","C001042",1947,NA,-0.446,-0.596,-63.3751,0.883,509,31,NA,-0.401,-0.501,"NJ"
"44933",108,"Senate",14103,66,0,"NM",200,0,1,"DOMENICI, Pete Vichi","D000407",1932,NA,0.257,-0.247,-56.99263,0.886,472,21,NA,0.346,0.018,"NM"
"44934",108,"Senate",14912,66,0,"NM",100,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)","B000468",1943,NA,-0.266,0.045,-129.36291,0.777,514,48,NA,-0.259,-0.087,"NM"
"44935",108,"Senate",14858,13,0,"NY",100,0,1,"SCHUMER, Charles Ellis (Chuck)","S000148",1950,NA,-0.359,-0.406,-76.70242,0.86261,519,39,NA,-0.318,-0.333,"NY"
"44936",108,"Senate",40105,13,0,"NY",100,0,1,"CLINTON, Hillary Rodham","C001041",1947,NA,-0.367,-0.243,-64.17486,0.88,503,28,NA,-0.393,-0.293,"NY"
"44937",108,"Senate",40303,47,0,"NC",200,0,1,"DOLE, Elizabeth Hanford","D000601",1936,NA,0.363,0.124,-61.58933,0.887,514,23,NA,0.365,0.205,"NC"
"44938",108,"Senate",49902,47,0,"NC",100,0,1,"EDWARDS, John","E000286",1953,NA,-0.291,0.127,-38.02999,0.879,294,15,NA,-0.362,0.086,"NC"
"44939",108,"Senate",14812,36,0,"ND",100,0,1,"DORGAN, Byron Leslie","D000432",1942,NA,-0.267,0.09,-101.76704,0.821,515,49,NA,-0.278,0.537,"ND"
"44940",108,"Senate",15502,36,0,"ND",100,0,1,"CONRAD, Kent","C000705",1948,NA,-0.296,0.582,-162.78111,0.73,517,69,NA,-0.23,0.412,"ND"
"44941",108,"Senate",15020,24,0,"OH",200,0,1,"DeWINE, Michael","D000294",1947,NA,0.289,-0.418,-129.07569,0.78,519,51,NA,0.193,-0.418,"OH"
"44942",108,"Senate",49903,24,0,"OH",200,0,1,"VOINOVICH, George Victor","V000126",1936,2016,0.239,-0.803,-115.76726,0.796,508,54,NA,0.251,-0.571,"OH"
"44943",108,"Senate",14908,53,0,"OK",200,0,1,"NICKLES, Donald Lee","N000102",1948,NA,0.52,0.111,-58.79476,0.892,516,31,NA,0.66,-0.313,"OK"
"44944",108,"Senate",15424,53,0,"OK",200,0,1,"INHOFE, James Mountain","I000024",1934,NA,0.555,0.045,-51.36285,0.90311,504,21,NA,0.52,0.067,"OK"
"44945",108,"Senate",14871,72,0,"OR",100,0,1,"WYDEN, Ronald Lee","W000779",1949,NA,-0.329,-0.471,-93.11558,0.83576,519,45,NA,-0.289,-0.299,"OR"
"44946",108,"Senate",49705,72,0,"OR",200,0,1,"SMITH, Gordon Harold","S001142",1952,NA,0.192,-0.21,-78.37367,0.854,497,28,NA,0.208,-0.278,"OR"
"44947",108,"Senate",14910,14,0,"PA",200,0,1,"SPECTER, Arlen","S000709",1930,2012,0.068,-0.627,-169.51043,0.713,501,89,NA,0.112,-0.344,"PA"
"44948",108,"Senate",29141,14,0,"PA",200,0,1,"SANTORUM, Richard John (Rick)","S000059",1958,NA,0.338,-0.234,-80.01436,0.855,512,40,NA,0.462,-0.34,"PA"
"44949",108,"Senate",29142,5,0,"RI",100,0,1,"REED, John F. (Jack)","R000122",1949,NA,-0.369,-0.172,-62.59936,0.88575,516,29,NA,-0.439,-0.355,"RI"
"44950",108,"Senate",49905,5,0,"RI",200,0,1,"CHAFEE, Lincoln Davenport","C001040",1953,NA,0.003,-1,-177.05171,0.71,516,93,NA,0.032,-0.999,"RI"
"44951",108,"Senate",11204,48,0,"SC",100,0,1,"HOLLINGS, Ernest Frederick","H000725",1922,NA,-0.293,0.925,-144.9455,0.741,484,63,NA,-0.309,0.601,"SC"
"44952",108,"Senate",29566,48,0,"SC",200,0,1,"GRAHAM, Lindsey O.","G000359",1955,NA,0.405,-0.17,-87.33329,0.84262,510,40,NA,0.372,-0.054,"SC"
"44953",108,"Senate",14617,37,0,"SD",100,0,1,"DASCHLE, Thomas Andrew","D000064",1947,NA,-0.303,0.114,-78.11048,0.86,517,34,NA,-0.32,0.398,"SD"
"44954",108,"Senate",15425,37,0,"SD",100,0,1,"JOHNSON, Timothy Peter (Tim)","J000177",1946,NA,-0.25,0.143,-82.8356,0.843,484,38,NA,-0.304,0.46,"SD"
"44955",108,"Senate",40304,54,0,"TN",200,0,1,"ALEXANDER, Lamar","A000360",1940,NA,0.323,-0.178,-57.39623,0.89376,511,25,NA,0.352,-0.222,"TN"
"44956",108,"Senate",49502,54,0,"TN",200,0,1,"FRIST, William H.","F000439",1952,NA,0.366,-0.222,-63.40385,0.885,519,19,NA,0.349,-0.022,"TN"
"44957",108,"Senate",40305,49,0,"TX",200,0,1,"CORNYN, John","C001056",1952,NA,0.492,-0.011,-49.61469,0.90764,512,18,NA,0.472,0.111,"TX"
"44958",108,"Senate",49306,49,0,"TX",200,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)","H001016",1943,NA,0.356,0.012,-117.44972,0.795,512,49,NA,0.273,-0.039,"TX"
"44959",108,"Senate",14503,67,0,"UT",200,0,1,"HATCH, Orrin Grant","H000338",1934,NA,0.382,-0.004,-46.18621,0.91485,519,19,NA,0.389,0.245,"UT"
"44960",108,"Senate",49307,67,0,"UT",200,0,1,"BENNETT, Robert","B000382",1933,2016,0.331,-0.11,-51.28762,0.904,507,21,NA,0.353,0.065,"UT"
"44961",108,"Senate",14307,6,0,"VT",100,0,1,"LEAHY, Patrick Joseph","L000174",1940,NA,-0.361,-0.123,-71.37541,0.86892,508,36,NA,-0.37,-0.139,"VT"
"44962",108,"Senate",94240,6,0,"VT",328,0,1,"JEFFORDS, James Merrill","J000072",1934,2014,-0.277,-0.603,-157.76728,0.734,510,71,NA,-0.26,-0.648,"VT"
"44963",108,"Senate",14712,40,0,"VA",200,0,1,"WARNER, John William","W000154",1927,NA,0.262,-0.131,-91.8967,0.837,516,33,NA,0.258,-0.428,"VA"
"44964",108,"Senate",29148,40,0,"VA",200,0,1,"ALLEN, George","A000121",1952,NA,0.409,-0.053,-66.9405,0.879,518,26,NA,0.378,0.185,"VA"
"44965",108,"Senate",39310,73,0,"WA",100,0,1,"CANTWELL, Maria E.","C000127",1958,NA,-0.304,-0.427,-86.14364,0.84652,517,34,NA,-0.313,-0.375,"WA"
"44966",108,"Senate",49308,73,0,"WA",100,0,1,"MURRAY, Patty","M001111",1950,NA,-0.352,-0.313,-73.83549,0.86595,513,36,NA,-0.318,-0.269,"WA"
"44967",108,"Senate",1366,56,0,"WV",100,0,1,"BYRD, Robert Carlyle","B001210",1917,2010,-0.309,0.729,-131.30548,0.771,504,65,NA,-0.411,0.733,"WV"
"44968",108,"Senate",14922,56,0,"WV",100,0,1,"ROCKEFELLER, John Davison IV (Jay)","R000361",1937,NA,-0.326,0.177,-84.41756,0.85,518,42,NA,-0.349,0.249,"WV"
"44969",108,"Senate",15703,25,0,"WI",100,0,1,"KOHL, Herbert H.","K000305",1935,NA,-0.256,-0.406,-93.11145,0.834,512,40,NA,-0.295,-0.196,"WI"
"44970",108,"Senate",49309,25,0,"WI",100,0,1,"FEINGOLD, Russell Dana","F000061",1953,NA,-0.308,-0.951,-132.45711,0.775,519,62,NA,-0.352,-0.851,"WI"
"44971",108,"Senate",15633,68,0,"WY",200,0,1,"THOMAS, Craig Lyle","T000162",1933,2007,0.446,-0.128,-52.21253,0.903,513,24,NA,0.597,0.011,"WY"
"44972",108,"Senate",49706,68,0,"WY",200,0,1,"ENZI, Michael B.","E000285",1944,NA,0.545,0.198,-53.35596,0.90176,516,22,NA,0.586,0.215,"WY"
